timestamp,image_filename,action
2.02406E+19,frame_20240604185506320258.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185507056646.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185507718822.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185508388263.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185509034266.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185509693508.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185510365129.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185511007654.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185511660908.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185512328327.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185512950034.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185513641126.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185514300475.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185514967559.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185515590851.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185516206550.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185516827754.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185517485422.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185518133992.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185518805856.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185519473724.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185520144307.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185520743710.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185521407431.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185522054260.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185522750841.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185523459114.png,[0 1 1 0 0]
2.02406E+19,frame_20240604185524153907.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185524788943.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185525413564.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185526015514.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185526625256.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185527247496.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185527852978.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185528445824.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185529039647.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185529665134.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185530350413.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185531024182.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185531642447.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185532270757.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185532893397.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185533514003.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185534149641.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185534833221.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185535482597.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185536100118.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185536767983.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185537407053.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185538026708.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185538652236.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185539285823.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185539950161.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185540588099.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185541203124.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185541823473.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185542447738.png,[1 0 0 1 0]
2.02406E+19,frame_20240604185543040637.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185543679209.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185544300325.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185544970535.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185545598745.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185546206978.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185546846002.png,[1 0 1 0 0]
2.02406E+19,frame_20240604185547534249.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185548186206.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185548862692.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185549474266.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185550110928.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185550757847.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185551399235.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185552058748.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185552706258.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185553341154.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185553989056.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185554687633.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185555343473.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185555991095.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185556592792.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185557192414.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185557860697.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185558469265.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185559095907.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185559766970.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185600412086.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185601019897.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185601639878.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185602319538.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185602958862.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185603600245.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185604278274.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185604960523.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185605620145.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185606257210.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185606906741.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185607550454.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185608195441.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185608864727.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185609471094.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185610079708.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185610728519.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185611341494.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185611953453.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185612626738.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185613300940.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185613936232.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185614602632.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185615245522.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185615862025.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185616525653.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185617199171.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185617883793.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185618707536.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185649743489.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185650340667.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185650942259.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185651561719.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185652129268.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185652718153.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185653351209.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185653955424.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185654554859.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185655183335.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185655845923.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185656498290.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185657153130.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185657787305.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185658422215.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185659043616.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185659693438.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185700333900.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185700938594.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185701549251.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185702163770.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185702785088.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185703463022.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185704103707.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185704822612.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185705501139.png,[0 1 1 0 0]
2.02406E+19,frame_20240604185706166966.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185706849038.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185707507968.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185708120374.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185708810612.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185709453190.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185710074734.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185710729611.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185711354987.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185711980456.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185712620441.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185713233160.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185713888052.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185714514145.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185715176707.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185715827529.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185716430238.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185717111110.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185717752171.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185718357052.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185718996145.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185719665905.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185720330588.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185720984394.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185721637314.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185722268640.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185722930368.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185723557505.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185724200703.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185724820071.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185725434933.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185726095278.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185726712419.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185727383474.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185728059267.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185728729089.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185729370025.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185730026843.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185730649861.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185731298893.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185731964251.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185732626009.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185733270168.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185733928365.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185734528318.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185735156311.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185735773990.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185736464508.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185737126427.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185737815110.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185738457938.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185739069950.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185739710025.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185740367195.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185741089163.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185741732047.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185742364346.png,[0 1 0 0 0]
2.02406E+19,frame_20240604185743089725.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185743736768.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185744388211.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185745021945.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185745631433.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185746297382.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185746907296.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185747540731.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185748215595.png,[0 0 1 0 0]
2.02406E+19,frame_20240604185748828803.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185749450299.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185750132055.png,[1 0 0 0 0]
2.02406E+19,frame_20240604185750724035.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185751395898.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185752018311.png,[0 0 0 1 0]
2.02406E+19,frame_20240604185752615036.png,[0 0 0 0 0]
2.02406E+19,frame_20240604185753225035.png,[0 0 0 1 0]
